id,message,label,sentiment,reactions_all.summary.total_count,sad.summary.total_count,like.summary.total_count,love.summary.total_count,angry.summary.total_count,haha.summary.total_count,wow.summary.total_count,created_time,permalink_url,parent_post_id,ด่า,คำถาม,สาขา,inbox,ย้ายค่าย
1856107311084305_1875047119190324,มีงบยุ5000ซื้อได้มั้ยครับ,,,1,0,0,0,0,0,1,2017-10-11T17:44:01+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1875047119190324,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1875046505857052,มีงบยุ5000ซื้อได้มั้ยครับ,,,0,0,0,0,0,0,0,2017-10-11T17:43:23+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1875046505857052,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1874921385869564,ตอนนี้ยังมีปะคับ,,,0,0,0,0,0,0,0,2017-10-11T15:35:02+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1874921385869564,204234332938286_1856107311084305,0,0,0,0,0
1856108987750804_1860012290693807,ขอรายละเอียดM1คับอยากได้,,,0,0,0,0,0,0,0,2017-10-01T06:52:49+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1860012290693807,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1860009374027432,ตอนนี้ใช้lenovoยุเปลี่ยนเครื่องสมาสโฟนฟรีไหมค่ะ,,,0,0,0,0,0,0,0,2017-10-01T06:48:23+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1860009374027432,204234332938286_1856108987750804,0,0,0,0,0
1856107311084305_1873425192685850,รับเครื่องi6 32g เปลื่ยนเติมเงินเปนรายเดือน รับเครื่องจ่ายเท่าไหร่ค่ะ,,,0,0,0,0,0,0,0,2017-10-10T07:20:43+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1873425192685850,204234332938286_1856107311084305,0,0,0,0,0
1856108987750804_1859992037362499,สนจัยOCTA5.5ค่ะแต่ยุ ตจว ค่ะ,,,0,0,0,0,0,0,0,2017-10-01T06:18:15+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1859992037362499,204234332938286_1856108987750804,0,0,0,0,0
1856107311084305_1871183576243345,ตอนนี้มีแคมเปญอะไร บ้างคะ😄 เผื่อย้ายค่าย  มาใช้ทรู,,,0,0,0,0,0,0,0,2017-10-08T13:39:42+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1871183576243345,204234332938286_1856107311084305,0,0,0,0,0
1856108987750804_1859973427364360,OCTA 5.5  ใช้ยุจนทุกวันนี้ชอบครับ ยังม่มีปัญหาเลย แรงๆดี,,,1,0,1,0,0,0,0,2017-10-01T05:54:36+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1859973427364360,204234332938286_1856108987750804,0,0,0,0,0
1856107311084305_1870941689600867,I 6splus 64g เท่าไรคะ,,,0,0,0,0,0,0,0,2017-10-08T09:54:35+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1870941689600867,204234332938286_1856107311084305,0,0,0,0,0
1856108987750804_1859972270697809,อยากได้คับใช้ทรูอยู่ต้องทำไงอ่ะ. แล้วโปรย้ายค่ายได้เครื่องหมดโปรไปหรือยังคับ,,,0,0,0,0,0,0,0,2017-10-01T05:52:40+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1859972270697809,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1859971894031180,อยากได้ค่ะ,,,0,0,0,0,0,0,0,2017-10-01T05:51:57+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1859971894031180,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1859969484031421,OCtaชอบ!อยากด้ายจุง,,,0,0,0,0,0,0,0,2017-10-01T05:46:53+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1859969484031421,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1859969470698089,ตอนนี้โปรฯ ย้ายค่ายเบอร์เดิม แบบรายเดือน ประจำเดือนตุลาฯ ยังมีแถม Net 10 GB อยู่ไหมครับ พอดีวันนี้ว่าจะไปเดินเรื่องย้ายค่ายดูครับ,,,1,1,0,0,0,0,0,2017-10-01T05:46:52+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1859969470698089,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1859961924032177,อยากได้เครื่อง5.5.ทำไงคับ,,,0,0,0,0,0,0,0,2017-10-01T05:32:46+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1859961924032177,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1859961807365522,ลูกค้าเก่าอยากเปลี่ยนเครื่องเป็น4gocta5.5ต้องเพิ่มเงินเท่าไร,,,0,0,0,0,0,0,0,2017-10-01T05:32:39+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1859961807365522,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1859958974032472,ขอรายละเอียดM1หร่อยคับต้องทำไง,,,0,0,0,0,0,0,0,2017-10-01T05:29:25+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1859958974032472,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1859949724033397,สนใจ,,,0,0,0,0,0,0,0,2017-10-01T05:14:06+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1859949724033397,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1859954694032900,ขอรายละเอียดด้วย,,,0,0,0,0,0,0,0,2017-10-01T05:22:43+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1859954694032900,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1859948247366878,ขอรายละเอียดด้วยคะ,,,0,0,0,0,0,0,0,2017-10-01T05:12:14+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1859948247366878,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1859944427367260,เครื่องขวาสุดใหญ่ดีชอรายละเอียดหน่อยคะอยากได้ต้องทำอย่างไรบ้าง,,,1,0,1,0,0,0,0,2017-10-01T05:04:41+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1859944427367260,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1859943810700655,สนใจ,,,0,0,0,0,0,0,0,2017-10-01T05:03:21+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1859943810700655,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1859943367367366,ขอรายละเอียดหน่อยคะ,,,0,0,0,0,0,0,0,2017-10-01T05:02:41+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1859943367367366,204234332938286_1856108987750804,0,0,0,0,0
1856108987750804_1859942820700754,ขอรายละเอียดืตัวขวาสุดหน่อยคับ,,,0,0,0,0,0,0,0,2017-10-01T05:01:36+0000,https://www.facebook.com/TrueMoveH/posts/1856108987750804?comment_id=1859942820700754,204234332938286_1856108987750804,0,0,0,0,0
1856107311084305_1870402052988164,ขอรายละเอียดโปรIphone 6 พนักงานCPหน่อยครับ,,,0,0,0,0,0,0,0,2017-10-08T00:54:12+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1870402052988164,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1869536426408060,สอบถามค่ะ ถ้านำเครื่องI5S 16G ไปเคลมที่ช้อปทรู เครื่องสภาะดีมีรอยบ้าง สูงสุดให้ราคาประมาณเท่าไหร่ค่ะ หรือต่ำสุดให้เท่าไหร่?,,,0,0,0,0,0,0,0,2017-10-07T14:49:26+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1869536426408060,204234332938286_1856107311084305,0,1,0,0,0
1856107311084305_1868749109820125,มาพระราม3ยัง,,,1,0,1,0,0,0,0,2017-10-07T07:01:47+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1868749109820125,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1868699413158428,ทำไมเครื่อง Iphone 6 หายากมาก? ช๊อปไหนก็หมด,,,0,0,0,0,0,0,0,2017-10-07T06:25:15+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1868699413158428,204234332938286_1856107311084305,0,1,0,0,0
1856107311084305_1866783136683389,ไม่มีของเลยไปดูแทบทุกสาขาแล้วเสียดายมาก,,,0,0,0,0,0,0,0,2017-10-06T14:28:28+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1866783136683389,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1865788146782888,ปัจจุบันใช้รายเดือนอยู่อ่ะค่ะ,,,0,0,0,0,0,0,0,2017-10-06T05:07:25+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1865788146782888,204234332938286_1856107311084305,0,0,0,0,0
1856082061086830_1859508427410860,"ไหนบอกคืนสูงสุด110% คืนมา20บาท รอบที่แล้วคืน90บาท รอบนี่20บาท สรุปว่า แล้วแต่อารม 
ผมนี่งงกับโปร เนตก็ไม่เสถียรอีก ใช้6เมก แต่ใช้จิงนี่เนตอย่างปรอทวัดไข้นะคับ",,,0,0,0,0,0,0,0,2017-09-30T18:15:14+0000,https://www.facebook.com/TrueMoveH/posts/1856082061086830?comment_id=1859508427410860,204234332938286_1856082061086830,0,0,0,0,0
1856107311084305_1865750820119954,ตอนนี้โปรนี้ยังมีไหมคะ(ลูกค้าเก่าค่ะ),,,0,0,0,0,0,0,0,2017-10-06T04:44:39+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1865750820119954,204234332938286_1856107311084305,0,0,0,0,0
1856082061086830_1859039970791039,สายราคาเท่าไรครับ,,,0,0,0,0,0,0,0,2017-09-30T08:24:43+0000,https://www.facebook.com/TrueMoveH/posts/1856082061086830?comment_id=1859039970791039,204234332938286_1856082061086830,0,0,0,0,0
1856107311084305_1864625153565854,ขอทราบโปรโมชั่น 6s กับ 6s+ ลค เก่า ลงทะเบียน ครับ,,,2,0,2,0,0,0,0,2017-10-05T15:18:52+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1864625153565854,204234332938286_1856107311084305,0,0,0,0,0
1856082061086830_1858990010796035,อยากยกเลิกการใช้รายเดือนค่ะ ทักกับมาหาหน่อยนะต่ะ,,,0,0,0,0,0,0,0,2017-09-30T06:53:05+0000,https://www.facebook.com/TrueMoveH/posts/1856082061086830?comment_id=1858990010796035,204234332938286_1856082061086830,0,0,0,0,0
1856082061086830_1858961647465538,สอบถามเรื่องสิทธิพิเศษสำหรับพนักงานเครือcpหน่อยค่ะ,,,0,0,0,0,0,0,0,2017-09-30T06:06:38+0000,https://www.facebook.com/TrueMoveH/posts/1856082061086830?comment_id=1858961647465538,204234332938286_1856082061086830,0,1,0,0,0
1856107311084305_1864383420256694,ซื้อ Iphone7+ 128GB พร้อมโปร1099 สัญญา1ปี ตอนนี้ยังได้รับบัตร true Black card อยู่ป่าวครับ...?,,,0,0,0,0,0,0,0,2017-10-05T10:03:15+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1864383420256694,204234332938286_1856107311084305,0,0,0,0,0
1856082061086830_1858898004138569,"พี่คะเปิดเบอร์ใหม่วันที่24/9/60ทำไมถึงตัดรอบบิลวันที่2/10/60
พึ่งใช้ได้6วันเอง",,,0,0,0,0,0,0,0,2017-09-30T04:16:39+0000,https://www.facebook.com/TrueMoveH/posts/1856082061086830?comment_id=1858898004138569,204234332938286_1856082061086830,0,0,0,0,0
1856082061086830_1858859427475760,พี่คะตอบอินบ็อกหน่อยคะ,,,0,0,0,0,0,0,0,2017-09-30T03:09:53+0000,https://www.facebook.com/TrueMoveH/posts/1856082061086830?comment_id=1858859427475760,204234332938286_1856082061086830,0,0,0,0,0
1856107311084305_1863777576983945,เห้ย จิงดิ,,,0,0,0,0,0,0,0,2017-10-04T18:27:58+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1863777576983945,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1863703503658019,มี ไอ 6 พลัส ความจุที่เท่าไรบ้างครับที่จะแลกได้ กับ มีสิทธิ์ของพนักงานในเครือ Cp all ไหมครับ แล้วถ้าจะแลก ช็อปทรูที่หัวหิน มีสินค้าไหมครับ,,,1,0,1,0,0,0,0,2017-10-04T17:04:22+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1863703503658019,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1863154540379582,อยากได้ค่ะ,,,0,0,0,0,0,0,0,2017-10-04T03:56:10+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1863154540379582,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1862661103762259,ขอทราบโปร.ใหม่ของเดือน ตุลาคม ด้วยคระ,,,0,0,0,0,0,0,0,2017-10-03T15:52:21+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1862661103762259,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1862413373787032,เฉพาะพนักงานเหรอค่ะ,,,0,0,0,0,0,0,0,2017-10-03T12:54:08+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1862413373787032,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1861967700498266,รบกวนเช็คไอ 6-32Gให้ด้วยน่ะครับสาขาไหนมีผมไปถามหลายที่แล้ใไม่มีของเลย,,,0,0,0,0,0,0,0,2017-10-03T01:43:25+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1861967700498266,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1861844370510599,ถ้าจะย้ายค่ายเบอร์เดิม+ติดตั้งเน็ตบ้านทรู แพ๊คเกจ 899 จะใช้ชิมที่แถมมาเป็นเบอร์เก่าได้มั่ยคับและใช้สิทธิซื้อเครื่องใหม่ iphon 6 จะได้มั่ยคับ,,,0,0,0,0,0,0,0,2017-10-02T22:36:16+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1861844370510599,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1861429477218755,Vivo v5 plus เทิร์น iPhone 6 ได้ไหมครับ,,,0,0,0,0,0,0,0,2017-10-02T13:42:27+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1861429477218755,204234332938286_1856107311084305,0,0,0,0,0
1857979684230401_1859175460777490,จะเปิดเบอร์ใหม่และจะปิดเบอร์เดิม ต้องทำยังไงครับ,,,0,0,0,0,0,0,0,2017-09-30T12:04:14+0000,https://www.facebook.com/TrueMoveH/videos/1857979684230401/?comment_id=1859175460777490,204234332938286_1857979684230401,0,0,0,0,0
1857979684230401_1858836924144677,เอิ่ม ช่วยตรวจสอบให้หน่อยว่าแพ๊คเกตเน็ตที่ใช้หมดวันไหน แล้วตังหายไปไหนหมด ตังตั้ง 100ฟ่าบาท โทรไม่กี่ที หมดเหลือ 0.00 คืออะไร -*-,,,0,0,0,0,0,0,0,2017-09-30T02:36:37+0000,https://www.facebook.com/TrueMoveH/videos/1857979684230401/?comment_id=1858836924144677,204234332938286_1857979684230401,0,0,0,0,0
1857979684230401_1858755510819485,ตอบกลับinboxผมด้วยครับ เรื่องเงินคืนจากการสมัครแพ็คเสริม,,,1,0,1,0,0,0,0,2017-09-30T00:44:24+0000,https://www.facebook.com/TrueMoveH/videos/1857979684230401/?comment_id=1858755510819485,204234332938286_1857979684230401,0,0,0,0,0
1857979684230401_1858336387528064,จะเปลียนโปรนี้ไม่ได้,,,0,0,0,0,0,0,0,2017-09-29T15:22:36+0000,https://www.facebook.com/TrueMoveH/videos/1857979684230401/?comment_id=1858336387528064,204234332938286_1857979684230401,0,0,0,0,0
1857979684230401_1858632554165114,ชอบมากเลยครับขอบคุณมากๆนะครับผมเป็นพม่าครับ,,,0,0,0,0,0,0,0,2017-09-29T21:39:27+0000,https://www.facebook.com/TrueMoveH/videos/1857979684230401/?comment_id=1858632554165114,204234332938286_1857979684230401,0,0,0,0,0
1857979684230401_1858168750878161,มีซิมที่โทรไป ประกัมพูชา ถูกๆป่าว,,,0,0,0,0,0,0,0,2017-09-29T11:55:04+0000,https://www.facebook.com/TrueMoveH/videos/1857979684230401/?comment_id=1858168750878161,204234332938286_1857979684230401,0,0,0,0,0
1856107311084305_1861073767254326,มีโปรโมชั่นอีกไหมค่ะ,,,0,0,0,0,0,0,0,2017-10-02T05:42:44+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1861073767254326,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1861042170590819,ตอนนี้ของมีรึเปล่าค่ะไปถามที่ศูนย์ทรูสุวิน วงศ์ไม่มีที่แฟชั่นก็เช่นกันจองไว้ได้รึเปล่า,,,1,0,1,0,0,0,0,2017-10-02T04:50:02+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1861042170590819,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1861009427260760,สนใจไปซื้อได้ไม่ค่ะ,,,0,0,0,0,0,0,0,2017-10-02T03:59:37+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1861009427260760,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1860970810597955,I7 64g ขอราคาหน่อยค่ะ,,,0,0,0,0,0,0,0,2017-10-02T03:04:14+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1860970810597955,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1860336197328083,สอบถามหน่อยค่ะ ว่าศูนย์True มีไว้ชำระค่าบริการรายเดือนอย่างเดียวหรอคะ พอดีวันนี้เข้าไปศูนย์ True สาขา Central World จะซื้อ iPad Pro 10.5 ย้ายค่ายเบอร์เดิมค่ะ แต่ไม่มีพนักงานมาบริการเลย ยืนกองกันอยู่หน้าช็อป ต้องให้เดินไปเรียกเอง ทั้งๆที่ดูๆแล้วตรงนั้นก็มีลูกค้าแค่ 2 คน ยืนรอแล้วรออีกก็ไม่มีใครสนใจ จากที่จะย้ายค่ายมานี่เสียความรู้สึกตั้งแต่แรก บริการแย่มากๆ แนะนำให้ไปดูการให้บริการของ Shop AIS กับ Dtac ดูนะคะเผื่ออะไรๆจะดีขึ้น,,,1,0,1,0,0,0,0,2017-10-01T14:09:11+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1860336197328083,204234332938286_1856107311084305,0,1,0,0,0
1856107311084305_1860246834003686,ขอสอบถามราคาเครื่องเปล่าของ ไอโฟน se 32-64 gb และ ไฟโฟน 6 s 32-64 gb ราคาเท่าไหร่ และที่ราชบุรีมีร้านไหม,,,0,0,0,0,0,0,0,2017-10-01T12:13:56+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1860246834003686,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1860239397337763,ตอนนี้I phone 6 มีสินค้าช้อปไหนบ้างค่ะ,,,0,0,0,0,0,0,0,2017-10-01T12:01:29+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1860239397337763,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1860162107345492,ที่shopมีโปรนี้ป่าวคะ,,,0,0,0,0,0,0,0,2017-10-01T10:08:30+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1860162107345492,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1860005700694466,ช่วยเช็คให้หน่อยครับ ที่สาขาไหยยังมีอยู่ ที่งามวงศ์วาน หมดแล้วครับ,,,0,0,0,0,0,0,0,2017-10-01T06:40:53+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1860005700694466,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1859964064031963,เท่าไหร่ค่ะราคา,,,0,0,0,0,0,0,0,2017-10-01T05:36:26+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1859964064031963,204234332938286_1856107311084305,0,0,0,0,0
1855125274515842_1863782133650156,เน็ตโครตกาก ช้าไม่เท่าไหร่ไม่เสถียรนี่สิเล่นเกมส์สัญญานมาขาดๆหายๆถ้าแบบอีกคงเปลี่ยนค่ายดีกว่าเพื่อนไช้aisเน็ตความเร็วเท่ากันของมันแชร์เล่นเกมส์ไม่กระตุกเลยของผมเดี๋ยวหลุดเดี๋ยวหายเซ็ง,,,0,0,0,0,0,0,0,2017-10-04T18:31:54+0000,https://www.facebook.com/TrueMoveH/posts/1855125274515842?comment_id=1863782133650156,204234332938286_1855125274515842,0,0,0,0,0
1855125274515842_1863780110317025,รักหมดใจเลยครับ,,,0,0,0,0,0,0,0,2017-10-04T18:28:47+0000,https://www.facebook.com/TrueMoveH/posts/1855125274515842?comment_id=1863780110317025,204234332938286_1855125274515842,0,0,0,0,0
1855125274515842_1863207483707621,"จ่ายค่าบริการ ช้า 5 วัน ยอด1 เดือน โทรย้ำ อย่างกะค้างมา 3 เดือน. . 
....",,,0,0,0,0,0,0,0,2017-10-04T05:34:57+0000,https://www.facebook.com/TrueMoveH/posts/1855125274515842?comment_id=1863207483707621,204234332938286_1855125274515842,0,0,0,0,0
1855125274515842_1862467657114937,เน็ต 6 mb/30 วันกากมาก...แย่กว่าตอน 4mb ซะอีก สัญญานน่ะวิ่ง 6mb/s แต่เเมร่ง ขาดๆหายๆ เหมือนฉี่ที่มันกระปริบกระปรอย บางทีหายเป็น 5 นาที เสียอารมน์ตอนดูหนังดูคลิป แย่กว่าตอน 4mb/sมาก ตอนใช้4mb ดูหนัง 720p สบายไม่มีปัญหาแต่พอมาใช้ 6 mb นี่ ดูไปหมุนไปจนต้องเลิกดู เห็นทีต้องเปลี่นยไปใช้ AIS ซะเเล้วเพราะเน็ตของเค้ามีความสเถียรกว่ามาก,,,1,0,1,0,0,0,0,2017-10-03T13:53:46+0000,https://www.facebook.com/TrueMoveH/posts/1855125274515842?comment_id=1862467657114937,204234332938286_1855125274515842,0,0,0,0,0
1855125274515842_1862108370484199,คือสัญญาณที่ลำปางจะกากไปไหนกลุดแล้วหลุดอีกๆ คือล้มไปไม่ดีกว่าเหรอ,,,0,0,0,0,0,0,0,2017-10-03T04:55:36+0000,https://www.facebook.com/TrueMoveH/posts/1855125274515842?comment_id=1862108370484199,204234332938286_1855125274515842,0,0,0,0,0
1855125274515842_1861530153875354,ทำไมเล่นเกมที่ดอนเมือง แล้วสัญญาณมันหลุดตลอดเลยอ่ะครับ,,,0,0,0,0,0,0,0,2017-10-02T15:41:54+0000,https://www.facebook.com/TrueMoveH/posts/1855125274515842?comment_id=1861530153875354,204234332938286_1855125274515842,0,1,0,0,0
1856107311084305_1859792297382473,ต้องไปที่งานอย่างเดียวหรา ช้อปได้ไหม,,,0,0,0,0,0,0,0,2017-10-01T01:11:13+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1859792297382473,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1859758470719189,เพิ่งย้ายค่ายเบอร์เดิมเข้ามาเมื่อวันที่27ก.ย. 60 ใช้แพคเกจลด50%  รายเดือน450บาท ใช้สิทธิ๋ได้ไหมคะ,,,0,0,0,0,0,0,0,2017-10-01T00:21:34+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1859758470719189,204234332938286_1856107311084305,0,0,0,0,0
1855125274515842_1859500540744982,อยากต่อwifi ฟรีแบบอัตโนมัติต้องทำไงครับ ของทรู,,,0,0,0,0,0,0,0,2017-09-30T18:04:57+0000,https://www.facebook.com/TrueMoveH/posts/1855125274515842?comment_id=1859500540744982,204234332938286_1855125274515842,0,0,0,0,0
1855125274515842_1859482157413487,ไม่โปรใหม่ให้ลูกเก่ารายเดือนเลย มีแต่โปรย้ายค่ายกับเปลี่ยนเป็นรายเดือน ไม่เอาลูกค้าเก่าแบบนี้ ก็ย้ายหนีไปดีกว่า ค่ายอื่นทำโปรใหม่มา ลูกค้าเก่ารายเดือนก็สมัครได้หมด,,,0,0,0,0,0,0,0,2017-09-30T17:38:56+0000,https://www.facebook.com/TrueMoveH/posts/1855125274515842?comment_id=1859482157413487,204234332938286_1855125274515842,0,0,0,0,0
1855125274515842_1859277434100626,บางวันก็ดีบางวันก็แย่สัญญาณเต็มตลอดแต่ช้ามาก,,,0,0,0,0,0,0,0,2017-09-30T13:57:22+0000,https://www.facebook.com/TrueMoveH/posts/1855125274515842?comment_id=1859277434100626,204234332938286_1855125274515842,0,0,0,0,0
1855125274515842_1859273450767691,สมัครเนตรายเดือนสามร้อย  แต่เข้าอะไรไม้ได้เลยเนตพังเข้าไอจีก้อไม่ได้เฟสก้ไม่ได้,,,0,0,0,0,0,0,0,2017-09-30T13:52:55+0000,https://www.facebook.com/TrueMoveH/posts/1855125274515842?comment_id=1859273450767691,204234332938286_1855125274515842,0,0,0,0,0
1856107311084305_1859727684055601,เงื่อนไขมีอะไรบ้าง,,,0,0,0,0,0,0,0,2017-09-30T23:36:48+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1859727684055601,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1859710114057358,แอดคะ จะติดต่อทางไหนได้บ้าง คือเน็ทมันหมด แล้วทำไมสมัครต่อไม่ได้แต่มาหักเงินไป เรื่อยๆจนถึง 17 บาท พอกดเช็คเน็ทก็บอกไม่มีแพ็คเกจ พอกดสมัครบอกสมัครไม่ได้ มีเน็ทไม่จำกัดอยู่ เอ่าก็เน็ทมันหมดแล้ว อาทิตที่แล้วก็เปนกว่าจะสมัครได้ รออีกครึ่งวัน โปรเน็ททรู 6 mbps ค่ะ คือสัญญานก็พอได้เลยซื้อซิมมาใช้ inbox ไปผ่านไปเป็นอาทิตไม่มีใครตอบ ต้องแจ้งไหนคะ ???,,,0,0,0,0,0,0,0,2017-09-30T23:05:45+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1859710114057358,204234332938286_1856107311084305,0,0,0,0,0
1856107311084305_1859652334063136,แล้ว6Plus กะ6s. Plusละราคาเท่าำหรลูกค้าทรูเก่า,,,0,0,0,0,0,0,0,2017-09-30T21:47:51+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1859652334063136,204234332938286_1856107311084305,0,0,0,0,0
1855125274515842_1859085980786438,สัญญาณแย่มากครับ,,,0,0,0,0,0,0,0,2017-09-30T09:51:39+0000,https://www.facebook.com/TrueMoveH/posts/1855125274515842?comment_id=1859085980786438,204234332938286_1855125274515842,0,0,0,0,0
1855125274515842_1859014257460277,แรงให้จริงอย่างที่ว่าเถอะเริ่มจะเบื่อแล้วกำลังเล็งๆอยู่.,,,0,0,0,0,0,0,0,2017-09-30T07:33:13+0000,https://www.facebook.com/TrueMoveH/posts/1855125274515842?comment_id=1859014257460277,204234332938286_1855125274515842,0,0,0,0,0
1856107311084305_1859483877413315,สอบถามหน่อยค่ะ ศูนย์ทรูที่เซ็นทรัลภูเก็ตมีไหมค่ะ,,,0,0,0,0,0,0,0,2017-09-30T17:41:37+0000,https://www.facebook.com/TrueMoveH/posts/1856107311084305?comment_id=1859483877413315,204234332938286_1856107311084305,0,1,0,0,0
1855125274515842_1858801124148257,เน็ต 4 M ยังมีหมุนๆเลย ยิ่งสลับเป็น 4G มีคลิ่นหายเป็นช่วงๆ,,,0,0,0,0,0,0,0,2017-09-30T01:46:03+0000,https://www.facebook.com/TrueMoveH/posts/1855125274515842?comment_id=1858801124148257,204234332938286_1855125274515842,0,0,0,0,0
